epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.34375,0.009999999776482582,0.9459400177001953,0.5,0.9235506057739258
1,0.59375,0.009999999776482582,0.8771384358406067,0.7083333134651184,0.8500701785087585
2,0.59375,0.009999999776482582,0.8527188301086426,0.9166666865348816,0.8254866600036621
3,0.8541666865348816,0.009999999776482582,0.814351499080658,0.9583333134651184,0.7891285419464111
4,0.9479166865348816,0.009999999776482582,0.7862499356269836,0.9166666865348816,0.7648928761482239
5,0.9270833134651184,0.009999999776482582,0.7664899230003357,0.9583333134651184,0.7177584171295166
6,0.8854166865348816,0.009999999776482582,0.7458931803703308,0.9166666865348816,0.6844260692596436
7,0.8854166865348816,0.009999999776482582,0.7231044173240662,0.9583333134651184,0.6623467803001404
8,0.8645833134651184,0.009999999776482582,0.7062349319458008,1.0,0.6495260000228882
9,0.9375,0.009999999776482582,0.6866865158081055,0.9583333134651184,0.6203005909919739
10,0.9166666865348816,0.009999999776482582,0.6725050806999207,0.9583333134651184,0.6050353050231934
11,0.8958333134651184,0.009999999776482582,0.6588025689125061,1.0,0.597562849521637
12,0.8541666865348816,0.009999999776482582,0.659238338470459,0.9583333134651184,0.5972860455513
13,0.9479166865348816,0.009999999776482582,0.6359025835990906,0.9583333134651184,0.5777764320373535
14,0.9375,0.009999999776482582,0.6242923140525818,1.0,0.5462148189544678
15,0.9270833134651184,0.009999999776482582,0.6069480776786804,1.0,0.5456283688545227
16,0.90625,0.009999999776482582,0.6031615138053894,0.9583333134651184,0.5356544852256775
17,0.9375,0.009999999776482582,0.5870254635810852,1.0,0.5186862945556641
18,0.8854166865348816,0.009999999776482582,0.5903429985046387,0.9583333134651184,0.48415371775627136
19,0.90625,0.009999999776482582,0.5663343667984009,1.0,0.4824591875076294
20,0.8854166865348816,0.009999999776482582,0.5575833320617676,0.9583333134651184,0.4948183000087738
21,0.9479166865348816,0.009999999776482582,0.5470771193504333,0.9583333134651184,0.45359301567077637
22,0.9166666865348816,0.009999999776482582,0.5378248691558838,1.0,0.4577416479587555
23,0.9166666865348816,0.009999999776482582,0.5292084813117981,0.9583333134651184,0.43770018219947815
24,0.9479166865348816,0.009999999776482582,0.5217859148979187,0.9583333134651184,0.42798641324043274
25,0.96875,0.009999999776482582,0.511323869228363,0.9583333134651184,0.4208346903324127
26,0.9166666865348816,0.009999999776482582,0.5150413513183594,0.9583333134651184,0.40955379605293274
27,0.90625,0.009999999776482582,0.5083715319633484,0.9583333134651184,0.42562389373779297
28,0.96875,0.009999999776482582,0.48826804757118225,1.0,0.404331773519516
29,0.90625,0.009999999776482582,0.48379382491111755,0.9583333134651184,0.41753092408180237
30,0.9479166865348816,0.009999999776482582,0.48451659083366394,0.9583333134651184,0.40578344464302063
31,0.9583333134651184,0.009999999776482582,0.4684663712978363,0.9583333134651184,0.37378403544425964
32,0.9583333134651184,0.009999999776482582,0.46214744448661804,1.0,0.37561511993408203
33,0.9583333134651184,0.009999999776482582,0.45489588379859924,1.0,0.36935219168663025
34,0.9479166865348816,0.009999999776482582,0.4515148103237152,1.0,0.36943554878234863
35,0.9583333134651184,0.009999999776482582,0.44346559047698975,1.0,0.35559511184692383
36,0.8125,0.009999999776482582,0.4843173027038574,1.0,0.35506343841552734
37,0.9583333134651184,0.009999999776482582,0.4336519241333008,1.0,0.35218921303749084
38,0.9166666865348816,0.009999999776482582,0.44283032417297363,1.0,0.33706533908843994
39,0.9479166865348816,0.009999999776482582,0.42936110496520996,1.0,0.3469316065311432
40,0.9583333134651184,0.009999999776482582,0.42593619227409363,0.9583333134651184,0.31656721234321594
41,0.9166666865348816,0.009999999776482582,0.4178636968135834,1.0,0.3298952281475067
42,0.9375,0.009999999776482582,0.4137248992919922,0.9583333134651184,0.3090929687023163
43,0.9166666865348816,0.009999999776482582,0.405568927526474,1.0,0.325665146112442
44,0.9791666865348816,0.009999999776482582,0.39850473403930664,1.0,0.3168264925479889
45,0.9583333134651184,0.009999999776482582,0.3956727087497711,1.0,0.3054512143135071
46,0.9583333134651184,0.009999999776482582,0.3912616968154907,1.0,0.3064579963684082
47,0.9375,0.009999999776482582,0.3955465853214264,0.9583333134651184,0.3283595144748688
48,0.9166666865348816,0.009999999776482582,0.3912137448787689,1.0,0.2951259911060333
49,0.9583333134651184,0.009999999776482582,0.38240334391593933,0.9583333134651184,0.31015661358833313
50,0.8958333134651184,0.009999999776482582,0.3987211287021637,0.9583333134651184,0.27925994992256165
51,0.9166666865348816,0.009999999776482582,0.37839773297309875,1.0,0.279266357421875
52,0.9375,0.009999999776482582,0.3732375204563141,0.9583333134651184,0.2733096778392792
53,0.9479166865348816,0.009999999776482582,0.3765201270580292,0.9583333134651184,0.2687176764011383
54,0.9375,0.009999999776482582,0.36578571796417236,1.0,0.26858556270599365
55,0.9583333134651184,0.009999999776482582,0.35381436347961426,1.0,0.2808312773704529
56,0.9791666865348816,0.009999999776482582,0.3489433526992798,1.0,0.2770756185054779
57,0.96875,0.009999999776482582,0.34603261947631836,1.0,0.2682472765445709
58,0.9479166865348816,0.009999999776482582,0.34674587845802307,0.9166666865348816,0.3071731626987457
59,0.9375,0.009999999776482582,0.35420921444892883,0.9166666865348816,0.2981760799884796
60,0.9583333134651184,0.009999999776482582,0.33676108717918396,1.0,0.26137688755989075
61,0.9166666865348816,0.009999999776482582,0.3582645654678345,0.9583333134651184,0.2437574714422226
62,0.9375,0.009999999776482582,0.35217559337615967,1.0,0.25996866822242737
63,0.9583333134651184,0.009999999776482582,0.33178937435150146,1.0,0.25035253167152405
64,0.9375,0.009999999776482582,0.3354102075099945,0.9583333134651184,0.23475943505764008
65,0.9479166865348816,0.009999999776482582,0.3404299318790436,1.0,0.25300493836402893
66,0.9583333134651184,0.009999999776482582,0.31983885169029236,1.0,0.2351229041814804
67,0.9791666865348816,0.009999999776482582,0.31537652015686035,1.0,0.24226564168930054
68,0.96875,0.009999999776482582,0.31829512119293213,0.9583333134651184,0.2592920958995819
69,0.9270833134651184,0.009999999776482582,0.30814146995544434,1.0,0.22832278907299042
70,0.9791666865348816,0.009999999776482582,0.3065279722213745,1.0,0.2361651211977005
71,0.9583333134651184,0.009999999776482582,0.3041028082370758,0.9583333134651184,0.25906261801719666
72,0.9583333134651184,0.009999999776482582,0.3048260509967804,1.0,0.21829335391521454
73,0.9479166865348816,0.009999999776482582,0.31102454662323,0.9166666865348816,0.25858479738235474
74,0.9479166865348816,0.009999999776482582,0.2943364083766937,1.0,0.2216172218322754
75,0.9583333134651184,0.009999999776482582,0.2970072329044342,0.9583333134651184,0.2368793934583664
76,0.96875,0.009999999776482582,0.2882593274116516,1.0,0.2201322466135025
77,0.9375,0.009999999776482582,0.290682315826416,1.0,0.2080140858888626
78,0.9583333134651184,0.009999999776482582,0.2893356382846832,0.9166666865348816,0.25048819184303284
79,0.9375,0.009999999776482582,0.2843247950077057,1.0,0.22289316356182098
80,0.96875,0.009999999776482582,0.2791716754436493,0.9583333134651184,0.23413531482219696
81,0.96875,0.009999999776482582,0.2748333215713501,1.0,0.21062660217285156
82,0.96875,0.009999999776482582,0.2729356288909912,1.0,0.21179509162902832
83,0.96875,0.0009999999310821295,0.2712439298629761,1.0,0.21170039474964142
84,0.96875,0.0009999999310821295,0.2704665958881378,1.0,0.21176670491695404
85,0.96875,0.0009999999310821295,0.27003395557403564,1.0,0.21198098361492157
86,0.9791666865348816,0.0009999999310821295,0.26982173323631287,1.0,0.21197934448719025
87,0.96875,0.0009999999310821295,0.2693119943141937,1.0,0.2121400386095047
